ticker,rating_date,year_qtr,rating_simplified,investment_grade,filing_path
EIX,2014-03-28,2014_Q1,A,1,sec_filings/EIX/2014_Q1.txt
EIX,2016-08-24,2016_Q3,A,1,sec_filings/EIX/2016_Q3.txt
EIX,2013-05-23,2013_Q2,BBB,1,sec_filings/EIX/2013_Q2.txt
EIX,2012-03-06,2012_Q1,BB,0,sec_filings/EIX/2012_Q1.txt
EIX,2011-06-21,2011_Q2,BBB,1,sec_filings/EIX/2011_Q2.txt
DTE,2014-08-01,2014_Q3,AA,1,sec_filings/DTE/2014_Q3.txt
DTE,2014-03-18,2014_Q1,A,1,sec_filings/DTE/2014_Q1.txt
DTE,2015-10-28,2015_Q4,AA,1,sec_filings/DTE/2015_Q4.txt
DTE,2012-06-15,2012_Q2,BBB,1,sec_filings/DTE/2012_Q2.txt
DTE,2016-10-25,2016_Q4,BBB,1,sec_filings/DTE/2016_Q4.txt
DTE,2013-02-08,2013_Q1,BBB,1,sec_filings/DTE/2013_Q1.txt
NE,2014-05-07,2014_Q2,BBB,1,sec_filings/NE/2014_Q2.txt
NE,2016-02-29,2016_Q1,B,0,sec_filings/NE/2016_Q1.txt
NE,2015-05-07,2015_Q2,BBB,1,sec_filings/NE/2015_Q2.txt
NE,2013-03-13,2013_Q1,BBB,1,sec_filings/NE/2013_Q1.txt
NE,2016-12-13,2016_Q4,B,0,sec_filings/NE/2016_Q4.txt
MU,2015-06-25,2015_Q2,BB,0,sec_filings/MU/2015_Q2.txt
MU,2016-04-11,2016_Q2,BB,0,sec_filings/MU/2016_Q2.txt
MU,2014-01-31,2014_Q1,BB,0,sec_filings/MU/2014_Q1.txt
VOD,2016-06-10,2016_Q2,BBB,1,sec_filings/VOD/2016_Q2.txt
MLM,2014-01-28,2014_Q1,BB,0,sec_filings/MLM/2014_Q1.txt
MLM,2015-02-20,2015_Q1,BBB,1,sec_filings/MLM/2015_Q1.txt
MLM,2015-12-21,2015_Q4,BBB,1,sec_filings/MLM/2015_Q4.txt
MAS,2012-06-15,2012_Q2,BB,0,sec_filings/MAS/2012_Q2.txt
MAS,2016-03-10,2016_Q1,BB,0,sec_filings/MAS/2016_Q1.txt
MAS,2015-02-18,2015_Q1,BB,0,sec_filings/MAS/2015_Q1.txt
ENR,2014-08-12,2014_Q3,BBB,1,sec_filings/ENR/2014_Q3.txt
ENR,2016-05-31,2016_Q2,BB,0,sec_filings/ENR/2016_Q2.txt
MO,2012-06-15,2012_Q2,BBB,1,sec_filings/MO/2012_Q2.txt
MO,2016-03-09,2016_Q1,A,1,sec_filings/MO/2016_Q1.txt
MO,2013-10-28,2013_Q4,BBB,1,sec_filings/MO/2013_Q4.txt
MO,2016-09-13,2016_Q3,A,1,sec_filings/MO/2016_Q3.txt
MO,2013-04-30,2013_Q2,BBB,1,sec_filings/MO/2013_Q2.txt
MO,2014-11-10,2014_Q4,BBB,1,sec_filings/MO/2014_Q4.txt
AMGN,2013-09-13,2013_Q3,A,1,sec_filings/AMGN/2013_Q3.txt
AMGN,2015-04-23,2015_Q2,BBB,1,sec_filings/AMGN/2015_Q2.txt
AMGN,2016-02-18,2016_Q1,BBB,1,sec_filings/AMGN/2016_Q1.txt
AMGN,2012-09-10,2012_Q3,BBB,1,sec_filings/AMGN/2012_Q3.txt
AMGN,2016-08-10,2016_Q3,A,1,sec_filings/AMGN/2016_Q3.txt
EQT,2015-03-09,2015_Q1,BBB,1,sec_filings/EQT/2015_Q1.txt
EQT,2013-11-01,2013_Q4,BBB,1,sec_filings/EQT/2013_Q4.txt
EQT,2015-12-22,2015_Q4,BB,0,sec_filings/EQT/2015_Q4.txt
EQT,2012-06-15,2012_Q2,BBB,1,sec_filings/EQT/2012_Q2.txt
EQT,2013-03-21,2013_Q1,BBB,1,sec_filings/EQT/2013_Q1.txt
EQT,2011-04-11,2011_Q2,BBB,1,sec_filings/EQT/2011_Q2.txt
TGT,2014-04-07,2014_Q2,A,1,sec_filings/TGT/2014_Q2.txt
TGT,2015-01-05,2015_Q1,A,1,sec_filings/TGT/2015_Q1.txt
TGT,2012-06-15,2012_Q2,A,1,sec_filings/TGT/2012_Q2.txt
TGT,2015-09-25,2015_Q3,A,1,sec_filings/TGT/2015_Q3.txt
TGT,2013-04-29,2013_Q2,A,1,sec_filings/TGT/2013_Q2.txt
TGT,2011-04-27,2011_Q2,A,1,sec_filings/TGT/2011_Q2.txt
MDT,2015-03-17,2015_Q1,A,1,sec_filings/MDT/2015_Q1.txt
MDT,2014-03-20,2014_Q1,A,1,sec_filings/MDT/2014_Q1.txt
MDT,2013-06-21,2013_Q2,A,1,sec_filings/MDT/2013_Q2.txt
MDT,2015-09-29,2015_Q3,A,1,sec_filings/MDT/2015_Q3.txt
CHK,2014-12-10,2014_Q4,BBB,1,sec_filings/CHK/2014_Q4.txt
CHK,2015-11-17,2015_Q4,B,0,sec_filings/CHK/2015_Q4.txt
CHK,2014-03-21,2014_Q1,BBB,1,sec_filings/CHK/2014_Q1.txt
CHK,2013-03-12,2013_Q1,BBB,1,sec_filings/CHK/2013_Q1.txt
CHK,2011-04-08,2011_Q2,B,0,sec_filings/CHK/2011_Q2.txt
CHK,2016-09-29,2016_Q3,B,0,sec_filings/CHK/2016_Q3.txt
CHK,2012-06-15,2012_Q2,BB,0,sec_filings/CHK/2012_Q2.txt
CL,2013-08-12,2013_Q3,AA,1,sec_filings/CL/2013_Q3.txt
CL,2015-08-11,2015_Q3,AA,1,sec_filings/CL/2015_Q3.txt
CL,2015-02-11,2015_Q1,AA,1,sec_filings/CL/2015_Q1.txt
CL,2012-06-15,2012_Q2,AA,1,sec_filings/CL/2012_Q2.txt
JBL,2012-04-05,2012_Q2,BB,0,sec_filings/JBL/2012_Q2.txt
JBL,2014-10-08,2014_Q4,BBB,1,sec_filings/JBL/2014_Q4.txt
JBL,2014-01-13,2014_Q1,BBB,1,sec_filings/JBL/2014_Q1.txt
JBL,2015-12-22,2015_Q4,BBB,1,sec_filings/JBL/2015_Q4.txt
JBL,2016-09-27,2016_Q3,BBB,1,sec_filings/JBL/2016_Q3.txt
JBL,2012-12-10,2012_Q4,BBB,1,sec_filings/JBL/2012_Q4.txt
JBL,2010-11-03,2010_Q4,BB,0,sec_filings/JBL/2010_Q4.txt
WCN,2016-09-28,2016_Q3,BBB,1,sec_filings/WCN/2016_Q3.txt
WCN,2016-06-01,2016_Q2,BBB,1,sec_filings/WCN/2016_Q2.txt
WCN,2015-06-12,2015_Q2,BBB,1,sec_filings/WCN/2015_Q2.txt
ACHC,2015-01-28,2015_Q1,B,0,sec_filings/ACHC/2015_Q1.txt
ABB,2012-06-15,2012_Q2,A,1,sec_filings/ABB/2012_Q2.txt
ABB,2013-08-05,2013_Q3,A,1,sec_filings/ABB/2013_Q3.txt
ABB,2015-05-08,2015_Q2,A,1,sec_filings/ABB/2015_Q2.txt
ABB,2015-08-12,2015_Q3,A,1,sec_filings/ABB/2015_Q3.txt
BCE,2014-08-27,2014_Q3,BB,0,sec_filings/BCE/2014_Q3.txt
BCE,2013-11-20,2013_Q4,BB,0,sec_filings/BCE/2013_Q4.txt
BCE,2013-05-31,2013_Q2,BB,0,sec_filings/BCE/2013_Q2.txt
BCE,2012-06-15,2012_Q2,BBB,1,sec_filings/BCE/2012_Q2.txt
BCE,2011-04-04,2011_Q2,BBB,1,sec_filings/BCE/2011_Q2.txt
BCE,2015-09-10,2015_Q3,BB,0,sec_filings/BCE/2015_Q3.txt
BCE,2016-08-08,2016_Q3,BBB,1,sec_filings/BCE/2016_Q3.txt
TUP,2015-05-01,2015_Q2,A,1,sec_filings/TUP/2015_Q2.txt
TUP,2013-11-12,2013_Q4,A,1,sec_filings/TUP/2013_Q4.txt
TUP,2015-07-23,2015_Q3,A,1,sec_filings/TUP/2015_Q3.txt
TUP,2013-03-06,2013_Q1,BBB,1,sec_filings/TUP/2013_Q1.txt
TUP,2016-07-25,2016_Q3,BBB,1,sec_filings/TUP/2016_Q3.txt
TUP,2012-05-25,2012_Q2,BBB,1,sec_filings/TUP/2012_Q2.txt
K,2014-01-06,2014_Q1,BBB,1,sec_filings/K/2014_Q1.txt
K,2015-09-24,2015_Q3,BBB,1,sec_filings/K/2015_Q3.txt
K,2013-02-08,2013_Q1,BBB,1,sec_filings/K/2013_Q1.txt
MYL,2016-05-31,2016_Q2,BBB,1,sec_filings/MYL/2016_Q2.txt
MYL,2016-11-15,2016_Q4,BBB,1,sec_filings/MYL/2016_Q4.txt
PNR,2015-07-27,2015_Q3,A,1,sec_filings/PNR/2015_Q3.txt
PNR,2014-05-19,2014_Q2,A,1,sec_filings/PNR/2014_Q2.txt
PNR,2015-02-18,2015_Q1,A,1,sec_filings/PNR/2015_Q1.txt
PH,2012-05-24,2012_Q2,A,1,sec_filings/PH/2012_Q2.txt
PH,2014-07-03,2014_Q3,AA,1,sec_filings/PH/2014_Q3.txt
PH,2016-06-28,2016_Q2,A,1,sec_filings/PH/2016_Q2.txt
PH,2013-05-24,2013_Q2,A,1,sec_filings/PH/2013_Q2.txt
PH,2014-06-06,2014_Q2,A,1,sec_filings/PH/2014_Q2.txt
PH,2011-05-31,2011_Q2,A,1,sec_filings/PH/2011_Q2.txt
PH,2016-12-01,2016_Q4,A,1,sec_filings/PH/2016_Q4.txt
GPN,2016-03-10,2016_Q1,BBB,1,sec_filings/GPN/2016_Q1.txt
TIF,2014-09-22,2014_Q3,A,1,sec_filings/TIF/2014_Q3.txt
TIF,2016-02-01,2016_Q1,BBB,1,sec_filings/TIF/2016_Q1.txt
TIF,2016-08-23,2016_Q3,BBB,1,sec_filings/TIF/2016_Q3.txt
IEX,2015-04-21,2015_Q2,A,1,sec_filings/IEX/2015_Q2.txt
IEX,2014-05-07,2014_Q2,A,1,sec_filings/IEX/2014_Q2.txt
IEX,2012-06-15,2012_Q2,BBB,1,sec_filings/IEX/2012_Q2.txt
IEX,2015-10-21,2015_Q4,A,1,sec_filings/IEX/2015_Q4.txt
EXC,2014-11-13,2014_Q4,A,1,sec_filings/EXC/2014_Q4.txt
EXC,2016-03-25,2016_Q1,BBB,1,sec_filings/EXC/2016_Q1.txt
EXC,2013-12-11,2013_Q4,BBB,1,sec_filings/EXC/2013_Q4.txt
EXC,2011-04-28,2011_Q2,BBB,1,sec_filings/EXC/2011_Q2.txt
EXC,2011-11-18,2011_Q4,BBB,1,sec_filings/EXC/2011_Q4.txt
EXC,2012-08-24,2012_Q3,BBB,1,sec_filings/EXC/2012_Q3.txt
EXC,2016-07-25,2016_Q3,BBB,1,sec_filings/EXC/2016_Q3.txt
RYN,2014-08-05,2014_Q3,A,1,sec_filings/RYN/2014_Q3.txt
RYN,2013-11-11,2013_Q4,A,1,sec_filings/RYN/2013_Q4.txt
RYN,2015-09-18,2015_Q3,BBB,1,sec_filings/RYN/2015_Q3.txt
RYN,2012-06-15,2012_Q2,BBB,1,sec_filings/RYN/2012_Q2.txt
NSC,2015-09-16,2015_Q3,A,1,sec_filings/NSC/2015_Q3.txt
NSC,2014-01-24,2014_Q1,A,1,sec_filings/NSC/2014_Q1.txt
NSC,2014-08-01,2014_Q3,A,1,sec_filings/NSC/2014_Q3.txt
NSC,2012-06-15,2012_Q2,BBB,1,sec_filings/NSC/2012_Q2.txt
NSC,2012-08-03,2012_Q3,BBB,1,sec_filings/NSC/2012_Q3.txt
NSC,2016-09-16,2016_Q3,BBB,1,sec_filings/NSC/2016_Q3.txt
OTEX,2016-12-14,2016_Q4,BB,0,sec_filings/OTEX/2016_Q4.txt
OTEX,2016-05-25,2016_Q2,BBB,1,sec_filings/OTEX/2016_Q2.txt
OTEX,2015-01-28,2015_Q1,BBB,1,sec_filings/OTEX/2015_Q1.txt
OTEX,2013-09-13,2013_Q3,BBB,1,sec_filings/OTEX/2013_Q3.txt
OTEX,2012-07-31,2012_Q3,BBB,1,sec_filings/OTEX/2012_Q3.txt
OTEX,2011-11-10,2011_Q4,BBB,1,sec_filings/OTEX/2011_Q4.txt
E,2012-01-17,2012_Q1,A,1,sec_filings/E/2012_Q1.txt
E,2016-02-01,2016_Q1,A,1,sec_filings/E/2016_Q1.txt
E,2013-07-16,2013_Q3,A,1,sec_filings/E/2013_Q3.txt
E,2014-11-25,2014_Q4,A,1,sec_filings/E/2014_Q4.txt
E,2012-07-04,2012_Q3,A,1,sec_filings/E/2012_Q3.txt
E,2016-09-14,2016_Q3,BBB,1,sec_filings/E/2016_Q3.txt
LEN,2016-07-21,2016_Q3,BB,0,sec_filings/LEN/2016_Q3.txt
LEN,2012-06-15,2012_Q2,B,0,sec_filings/LEN/2012_Q2.txt
LEN,2015-06-26,2015_Q2,BB,0,sec_filings/LEN/2015_Q2.txt
LEN,2016-02-26,2016_Q1,BB,0,sec_filings/LEN/2016_Q1.txt
LEN,2012-10-18,2012_Q4,B,0,sec_filings/LEN/2012_Q4.txt
RAD,2015-04-13,2015_Q2,B,0,sec_filings/RAD/2015_Q2.txt
RAD,2014-01-03,2014_Q1,B,0,sec_filings/RAD/2014_Q1.txt
RAD,2015-10-28,2015_Q4,CCC,0,sec_filings/RAD/2015_Q4.txt
RAD,2013-02-27,2013_Q1,CCC,0,sec_filings/RAD/2013_Q1.txt
RAD,2016-12-13,2016_Q4,B,0,sec_filings/RAD/2016_Q4.txt
D,2014-12-08,2014_Q4,A,1,sec_filings/D/2014_Q4.txt
D,2013-08-23,2013_Q3,A,1,sec_filings/D/2013_Q3.txt
D,2015-09-21,2015_Q3,A,1,sec_filings/D/2015_Q3.txt
D,2013-05-01,2013_Q2,A,1,sec_filings/D/2013_Q2.txt
XRX,2013-09-06,2013_Q3,BB,0,sec_filings/XRX/2013_Q3.txt
XRX,2015-02-12,2015_Q1,BB,0,sec_filings/XRX/2015_Q1.txt
XRX,2012-06-15,2012_Q2,BBB,1,sec_filings/XRX/2012_Q2.txt
XRX,2015-08-24,2015_Q3,BB,0,sec_filings/XRX/2015_Q3.txt
XRX,2016-10-11,2016_Q4,BBB,1,sec_filings/XRX/2016_Q4.txt
THC,2013-12-26,2013_Q4,B,0,sec_filings/THC/2013_Q4.txt
THC,2016-05-20,2016_Q2,CCC,0,sec_filings/THC/2016_Q2.txt
THC,2016-11-16,2016_Q4,B,0,sec_filings/THC/2016_Q4.txt
THC,2013-06-26,2013_Q2,CCC,0,sec_filings/THC/2013_Q2.txt
THC,2011-11-04,2011_Q4,BB,0,sec_filings/THC/2011_Q4.txt
THC,2010-08-03,2010_Q3,CCC,0,sec_filings/THC/2010_Q3.txt
THC,2014-09-24,2014_Q3,CCC,0,sec_filings/THC/2014_Q3.txt
DVA,2013-09-25,2013_Q3,BB,0,sec_filings/DVA/2013_Q3.txt
DVA,2015-02-20,2015_Q1,BB,0,sec_filings/DVA/2015_Q1.txt
DVA,2012-08-14,2012_Q3,B,0,sec_filings/DVA/2012_Q3.txt
DVA,2012-06-15,2012_Q2,B,0,sec_filings/DVA/2012_Q2.txt
DVA,2015-11-13,2015_Q4,BB,0,sec_filings/DVA/2015_Q4.txt
UGI,2014-02-24,2014_Q1,BBB,1,sec_filings/UGI/2014_Q1.txt
UGI,2014-12-22,2014_Q4,BBB,1,sec_filings/UGI/2014_Q4.txt
UGI,2015-09-01,2015_Q3,BBB,1,sec_filings/UGI/2015_Q3.txt
ENDP,2015-06-29,2015_Q2,B,0,sec_filings/ENDP/2015_Q2.txt
ENDP,2013-11-06,2013_Q4,BB,0,sec_filings/ENDP/2013_Q4.txt
ENDP,2015-09-28,2015_Q3,B,0,sec_filings/ENDP/2015_Q3.txt
ENDP,2011-05-26,2011_Q2,BB,0,sec_filings/ENDP/2011_Q2.txt
CMI,2012-10-12,2012_Q4,A,1,sec_filings/CMI/2012_Q4.txt
CMI,2011-09-21,2011_Q3,A,1,sec_filings/CMI/2011_Q3.txt
CMI,2011-06-21,2011_Q2,BBB,1,sec_filings/CMI/2011_Q2.txt
CMI,2014-05-27,2014_Q2,AA,1,sec_filings/CMI/2014_Q2.txt
CMI,2015-11-04,2015_Q4,AA,1,sec_filings/CMI/2015_Q4.txt
CMI,2014-11-10,2014_Q4,AA,1,sec_filings/CMI/2014_Q4.txt
MSCI,2015-03-31,2015_Q1,BB,0,sec_filings/MSCI/2015_Q1.txt
MSCI,2015-08-10,2015_Q3,BB,0,sec_filings/MSCI/2015_Q3.txt
MSCI,2016-08-01,2016_Q3,BB,0,sec_filings/MSCI/2016_Q3.txt
MSCI,2013-12-12,2013_Q4,BB,0,sec_filings/MSCI/2013_Q4.txt
MSCI,2012-06-15,2012_Q2,BB,0,sec_filings/MSCI/2012_Q2.txt
FDX,2015-09-30,2015_Q3,AA,1,sec_filings/FDX/2015_Q3.txt
FDX,2014-01-17,2014_Q1,A,1,sec_filings/FDX/2014_Q1.txt
FDX,2015-06-18,2015_Q2,AA,1,sec_filings/FDX/2015_Q2.txt
FDX,2013-06-19,2013_Q2,A,1,sec_filings/FDX/2013_Q2.txt
VLO,2015-06-15,2015_Q2,A,1,sec_filings/VLO/2015_Q2.txt
VLO,2012-06-15,2012_Q2,BBB,1,sec_filings/VLO/2012_Q2.txt
VLO,2015-12-04,2015_Q4,A,1,sec_filings/VLO/2015_Q4.txt
VLO,2014-03-31,2014_Q1,BBB,1,sec_filings/VLO/2014_Q1.txt
VLO,2016-09-07,2016_Q3,BBB,1,sec_filings/VLO/2016_Q3.txt
CRS,2014-08-06,2014_Q3,BBB,1,sec_filings/CRS/2014_Q3.txt
CRS,2012-06-15,2012_Q2,BBB,1,sec_filings/CRS/2012_Q2.txt
CRS,2015-10-26,2015_Q4,BBB,1,sec_filings/CRS/2015_Q4.txt
CRS,2014-02-14,2014_Q1,BBB,1,sec_filings/CRS/2014_Q1.txt
CRS,2013-02-21,2013_Q1,BBB,1,sec_filings/CRS/2013_Q1.txt
CRS,2016-11-28,2016_Q4,BBB,1,sec_filings/CRS/2016_Q4.txt
CRS,2010-12-20,2010_Q4,BBB,1,sec_filings/CRS/2010_Q4.txt
JNJ,2014-07-15,2014_Q3,AA,1,sec_filings/JNJ/2014_Q3.txt
JNJ,2013-12-02,2013_Q4,AA+,1,sec_filings/JNJ/2013_Q4.txt
IP,2015-11-10,2015_Q4,BBB,1,sec_filings/IP/2015_Q4.txt
IP,2013-11-04,2013_Q4,BBB,1,sec_filings/IP/2013_Q4.txt
IP,2012-06-15,2012_Q2,BBB,1,sec_filings/IP/2012_Q2.txt
IP,2014-08-05,2014_Q3,BBB,1,sec_filings/IP/2014_Q3.txt
IP,2016-08-02,2016_Q3,BBB,1,sec_filings/IP/2016_Q3.txt
DOV,2015-04-23,2015_Q2,A,1,sec_filings/DOV/2015_Q2.txt
DOV,2015-07-23,2015_Q3,A,1,sec_filings/DOV/2015_Q3.txt
DOV,2014-06-12,2014_Q2,A,1,sec_filings/DOV/2014_Q2.txt
DOV,2016-11-02,2016_Q4,A,1,sec_filings/DOV/2016_Q4.txt
DOV,2012-06-15,2012_Q2,A,1,sec_filings/DOV/2012_Q2.txt
CAT,2014-01-27,2014_Q1,BBB,1,sec_filings/CAT/2014_Q1.txt
CAT,2012-06-15,2012_Q2,A,1,sec_filings/CAT/2012_Q2.txt
CAT,2015-02-13,2015_Q1,BBB,1,sec_filings/CAT/2015_Q1.txt
CAT,2015-10-23,2015_Q4,BBB,1,sec_filings/CAT/2015_Q4.txt
CAT,2016-10-21,2016_Q4,A,1,sec_filings/CAT/2016_Q4.txt
CAT,2012-08-20,2012_Q3,A,1,sec_filings/CAT/2012_Q3.txt
UNP,2014-02-11,2014_Q1,AA+,1,sec_filings/UNP/2014_Q1.txt
UNP,2012-06-15,2012_Q2,BBB,1,sec_filings/UNP/2012_Q2.txt
UNP,2014-11-03,2014_Q4,AA,1,sec_filings/UNP/2014_Q4.txt
UNP,2013-03-13,2013_Q1,BBB,1,sec_filings/UNP/2013_Q1.txt
UNP,2015-08-24,2015_Q3,AA,1,sec_filings/UNP/2015_Q3.txt
UNP,2016-08-02,2016_Q3,A,1,sec_filings/UNP/2016_Q3.txt
CHH,2014-10-31,2014_Q4,BBB,1,sec_filings/CHH/2014_Q4.txt
CHH,2013-11-04,2013_Q4,BBB,1,sec_filings/CHH/2013_Q4.txt
CHH,2015-08-10,2015_Q3,BBB,1,sec_filings/CHH/2015_Q3.txt
AXL,2014-12-05,2014_Q4,BBB,1,sec_filings/AXL/2014_Q4.txt
AXL,2014-01-07,2014_Q1,BB,0,sec_filings/AXL/2014_Q1.txt
AXL,2015-11-30,2015_Q4,BBB,1,sec_filings/AXL/2015_Q4.txt
KMB,2013-07-23,2013_Q3,A,1,sec_filings/KMB/2013_Q3.txt
KMB,2015-10-28,2015_Q4,A,1,sec_filings/KMB/2015_Q4.txt
KMB,2012-06-15,2012_Q2,A,1,sec_filings/KMB/2012_Q2.txt
KMB,2014-10-22,2014_Q4,A,1,sec_filings/KMB/2014_Q4.txt
X,2015-05-06,2015_Q2,BB,0,sec_filings/X/2015_Q2.txt
X,2014-01-30,2014_Q1,B,0,sec_filings/X/2014_Q1.txt
X,2016-05-02,2016_Q2,CCC,0,sec_filings/X/2016_Q2.txt
X,2012-06-15,2012_Q2,B,0,sec_filings/X/2012_Q2.txt
X,2013-03-20,2013_Q1,B,0,sec_filings/X/2013_Q1.txt
X,2009-04-28,2009_Q2,BB,0,sec_filings/X/2009_Q2.txt
X,2016-09-15,2016_Q3,BB,0,sec_filings/X/2016_Q3.txt
ORCL,2015-09-30,2015_Q3,AA,1,sec_filings/ORCL/2015_Q3.txt
ORCL,2014-01-14,2014_Q1,AA,1,sec_filings/ORCL/2014_Q1.txt
ORCL,2014-09-23,2014_Q3,AA,1,sec_filings/ORCL/2014_Q3.txt
ORCL,2012-04-24,2012_Q2,A,1,sec_filings/ORCL/2012_Q2.txt
SYK,2014-07-18,2014_Q3,AA,1,sec_filings/SYK/2014_Q3.txt
SYK,2016-03-03,2016_Q1,BBB,1,sec_filings/SYK/2016_Q1.txt
SYK,2014-05-13,2014_Q2,AA,1,sec_filings/SYK/2014_Q2.txt
SYK,2012-06-15,2012_Q2,A,1,sec_filings/SYK/2012_Q2.txt
SYK,2013-03-20,2013_Q1,A,1,sec_filings/SYK/2013_Q1.txt
SRE,2013-12-26,2013_Q4,BBB,1,sec_filings/SRE/2013_Q4.txt
SRE,2015-11-06,2015_Q4,A,1,sec_filings/SRE/2015_Q4.txt
SRE,2015-04-14,2015_Q2,A,1,sec_filings/SRE/2015_Q2.txt
SRE,2012-06-15,2012_Q2,BBB,1,sec_filings/SRE/2012_Q2.txt
SRE,2016-10-06,2016_Q4,BBB,1,sec_filings/SRE/2016_Q4.txt
SRE,2012-09-19,2012_Q3,BBB,1,sec_filings/SRE/2012_Q3.txt
RRD,2014-06-04,2014_Q2,BB,0,sec_filings/RRD/2014_Q2.txt
RRD,2015-08-10,2015_Q3,B,0,sec_filings/RRD/2015_Q3.txt
RRD,2012-06-15,2012_Q2,BB,0,sec_filings/RRD/2012_Q2.txt
RRD,2014-12-08,2014_Q4,BB,0,sec_filings/RRD/2014_Q4.txt
RRD,2012-09-24,2012_Q3,BB,0,sec_filings/RRD/2012_Q3.txt
RRD,2016-09-14,2016_Q3,B,0,sec_filings/RRD/2016_Q3.txt
TAC,2015-09-30,2015_Q3,BB,0,sec_filings/TAC/2015_Q3.txt
TAC,2016-09-30,2016_Q3,BB,0,sec_filings/TAC/2016_Q3.txt
MUR,2016-02-18,2016_Q1,B,0,sec_filings/MUR/2016_Q1.txt
MUR,2014-11-13,2014_Q4,A,1,sec_filings/MUR/2014_Q4.txt
MUR,2013-08-23,2013_Q3,A,1,sec_filings/MUR/2013_Q3.txt
MUR,2012-06-15,2012_Q2,BBB,1,sec_filings/MUR/2012_Q2.txt
MUR,2012-11-27,2012_Q4,BBB,1,sec_filings/MUR/2012_Q4.txt
MUR,2016-08-12,2016_Q3,BBB,1,sec_filings/MUR/2016_Q3.txt
CVA,2014-05-05,2014_Q2,B,0,sec_filings/CVA/2014_Q2.txt
CVA,2015-03-24,2015_Q1,B,0,sec_filings/CVA/2015_Q1.txt
CVA,2015-07-31,2015_Q3,B,0,sec_filings/CVA/2015_Q3.txt
CVA,2012-11-01,2012_Q4,BB,0,sec_filings/CVA/2012_Q4.txt
ENB,2014-03-10,2014_Q1,BBB,1,sec_filings/ENB/2014_Q1.txt
ENB,2012-06-15,2012_Q2,BBB,1,sec_filings/ENB/2012_Q2.txt
ENB,2015-06-22,2015_Q2,BBB,1,sec_filings/ENB/2015_Q2.txt
ENB,2016-11-28,2016_Q4,BBB,1,sec_filings/ENB/2016_Q4.txt
ENB,2013-06-28,2013_Q2,BBB,1,sec_filings/ENB/2013_Q2.txt
LH,2015-01-21,2015_Q1,BBB,1,sec_filings/LH/2015_Q1.txt
LH,2012-06-15,2012_Q2,BBB,1,sec_filings/LH/2012_Q2.txt
LH,2012-08-20,2012_Q3,BBB,1,sec_filings/LH/2012_Q3.txt
LH,2013-10-29,2013_Q4,BBB,1,sec_filings/LH/2013_Q4.txt
MGM,2016-04-26,2016_Q2,B,0,sec_filings/MGM/2016_Q2.txt
MGM,2013-12-04,2013_Q4,B,0,sec_filings/MGM/2013_Q4.txt
MGM,2012-06-15,2012_Q2,BB,0,sec_filings/MGM/2012_Q2.txt
MGM,2014-08-28,2014_Q3,BB,0,sec_filings/MGM/2014_Q3.txt
MGM,2013-06-11,2013_Q2,B,0,sec_filings/MGM/2013_Q2.txt
MGM,2016-08-04,2016_Q3,BB,0,sec_filings/MGM/2016_Q3.txt
XEC,2014-03-20,2014_Q1,A,1,sec_filings/XEC/2014_Q1.txt
XEC,2015-11-13,2015_Q4,BBB,1,sec_filings/XEC/2015_Q4.txt
XEC,2015-05-26,2015_Q2,BB,0,sec_filings/XEC/2015_Q2.txt
XEC,2012-06-15,2012_Q2,BB,0,sec_filings/XEC/2012_Q2.txt
MCK,2014-11-04,2014_Q4,BBB,1,sec_filings/MCK/2014_Q4.txt
MCK,2014-03-05,2014_Q1,BBB,1,sec_filings/MCK/2014_Q1.txt
MCK,2015-11-11,2015_Q4,BBB,1,sec_filings/MCK/2015_Q4.txt
MCK,2013-03-05,2013_Q1,BBB,1,sec_filings/MCK/2013_Q1.txt
SWN,2016-03-09,2016_Q1,B,0,sec_filings/SWN/2016_Q1.txt
SWN,2012-06-15,2012_Q2,BBB,1,sec_filings/SWN/2012_Q2.txt
SWN,2015-01-20,2015_Q1,BBB,1,sec_filings/SWN/2015_Q1.txt
APA,2015-09-22,2015_Q3,BB,0,sec_filings/APA/2015_Q3.txt
APA,2015-04-10,2015_Q2,BBB,1,sec_filings/APA/2015_Q2.txt
APA,2014-06-11,2014_Q2,A,1,sec_filings/APA/2014_Q2.txt
APA,2012-06-15,2012_Q2,A,1,sec_filings/APA/2012_Q2.txt
APA,2012-11-28,2012_Q4,A,1,sec_filings/APA/2012_Q4.txt
CLF,2014-10-17,2014_Q4,BB,0,sec_filings/CLF/2014_Q4.txt
CLF,2016-02-03,2016_Q1,CCC-,0,sec_filings/CLF/2016_Q1.txt
CLF,2016-09-08,2016_Q3,CCC,0,sec_filings/CLF/2016_Q3.txt
CLF,2012-06-15,2012_Q2,BBB,1,sec_filings/CLF/2012_Q2.txt
CLF,2012-12-06,2012_Q4,BBB,1,sec_filings/CLF/2012_Q4.txt
CSL,2012-06-15,2012_Q2,BBB,1,sec_filings/CSL/2012_Q2.txt
CSL,2012-11-15,2012_Q4,BBB,1,sec_filings/CSL/2012_Q4.txt
OMI,2015-07-31,2015_Q3,BBB,1,sec_filings/OMI/2015_Q3.txt
OMI,2016-07-19,2016_Q3,BBB,1,sec_filings/OMI/2016_Q3.txt
OMI,2014-09-11,2014_Q3,BBB,1,sec_filings/OMI/2014_Q3.txt
